mssv,namsinh,gioitinh,namnhaphoc,hieusotuoi,khoahoc,lopsh,hedt,dien_tt,loaitruong,khuvuc,diachi_tinhtp,xeploai_diemtt,avxl,diem_tt,diemchuan_dgnl,dtbhk1,dtbhk2,dtbhk3,dtbhk4,dtbhk5,dtbhk6,dtbhk7,dtbhk8,dtbhk9,dtbhk10,dtbhk11,dtbhk12,xeploai_hk1,xeploai_hk2,xeploai_hk3,xeploai_hk4,xeploai_hk5,xeploai_hk6,xeploai_hk7,xeploai_hk8,xeploai_hk9,xeploai_hk10,xeploai_hk11,xeploai_hk12
1194BAEAXPvAibaEXe+dMotnUFI9LRKIJzojIPSk,1998.0,1.0,2016.0,0.0,11.0,HTTT0001,CQUI,0,THPT,Khu vực 2 NT, Tỉnh An Giang,3,ENG01,22.0,,6.96,6.46,4.95,5.85,7.38,7.42,6.98,4.76,,,,,Trung bình khá,Trung bình khá,Yếu,Trung bình,Khá,Khá,Trung bình khá,Yếu,,,,
77C0FB57XPvAibaEXe+dMotnUFI9LWNcqnzsK0+X,1998.0,0.0,2016.0,0.0,11.0,PMCL2016.2,CLC,0,THPT,Khu vực 2 NT, Huyện Bình Sơn,3,ENG01,21.25,,8.23,7.7,8.4,7.83,6.28,7.86,7.17,8.51,,,,,Giỏi,Khá,Giỏi,Khá,Trung bình khá,Khá,Khá,Giỏi,,,,
85AE4EA5XPvAibaEXe8Pno0mP3gNIlGAXs5QkLa3,1998.0,1.0,2016.0,0.0,11.0,HTCL2016.1,CLC,0,THPT,Khu vực 1, Tỉnh Đắk Lắk,3,ENG01,21.0,,4.81,5.15,5.03,1.53,,,,,,,,,Yếu,Trung bình,Trung bình,Kém,,,,,,,,
840BDCBDXPvAibaEXe8Pno0mP3gNIn1Vxz4XdTfg,1998.0,1.0,2016.0,0.0,11.0,HTTT2016,CQUI,0,THPT,Khu vực 2 NT, Huyện Bình Đại,2,ENG01,23.75,,7.93,0.85,,,,,,,,,,,Khá,Kém,,,,,,,,,,
35E827FFXPvAibaEXe8Pno0mP3gNIkepSKFzPRJ1,1997.0,1.0,2016.0,-1.0,11.0,KTPM0001,CLC,0,THCS&THPT,Khu vực 3, Tỉnh Gia Lai,3,ENG01,21.25,,5.11,4.64,6.38,7.2,6.21,6.87,5.94,8.02,6.9,8.7,,,Trung bình,Yếu,Trung bình khá,Khá,Trung bình khá,Trung bình khá,Trung bình,Giỏi,Trung bình khá,Giỏi,,
4CC723E2XPvAibaEXe876wt31yGPP6r9sXqNueqs,1997.0,1.0,2016.0,-1.0,11.0,HTTT0001,CLC,0,THPT,Khu vực 2, Tỉnh Quảng Ngãi,4,ENGBT,20.25,,4.28,3.47,4.34,6.16,5.83,5.33,4.5,3.94,,,,,Yếu,Kém,Yếu,Trung bình khá,Trung bình,Trung bình,Yếu,Kém,,,,
3A751C91XPvAibaEXe876wt31yGPP4jtOTSRHqgW,1998.0,1.0,2016.0,0.0,11.0,CNTT0001,CQUI,0,THPT,Khu vực 1, Tỉnh Nghệ An,2,ENGBT,23.5,,7.12,5.71,6.65,5.55,5.63,5.47,7.18,6.84,,,,,Khá,Trung bình,Trung bình khá,Trung bình,Trung bình,Trung bình,Khá,Trung bình khá,,,,
AFB0C828XPvAibaEXe876wt31yGPP3TG15v7EEvL,1998.0,1.0,2016.0,0.0,11.0,HTTT0001,CTTT,0,THPT,Khu vực 3, Quận 12,3,ENG02,22.75,,8.33,8.62,7.97,8.34,7.75,7.65,8.27,3.84,,,,,Giỏi,Giỏi,Khá,Giỏi,Khá,Khá,Giỏi,Kém,,,,
E402E8DCXPvAibaEXe876wt31yGPP/BDYut7u/p4,1998.0,1.0,2016.0,0.0,11.0,MMTT0001,CQUI,1,THPT,Khu vực 2 NT, Huyện Hớn Quản,1,ENGBT,,,7.12,5.31,7.13,4.78,2.74,5.84,3.56,0.0,0.0,7.11,7.8,7.5,Khá,Trung bình,Khá,Yếu,Kém,Trung bình,Kém,Kém,Kém,Khá,Khá,Khá
49D52C5CXPvAibaEXe+XQbEHiLBIRWH5rU7IHL2f,1998.0,1.0,2016.0,0.0,11.0,HTTT0001,CQUI,0,THPT,Khu vực 1, Tỉnh Lâm Đồng,3,ENG01,22.25,,6.07,4.78,6.86,5.29,3.35,5.28,5.43,4.42,5.07,6.12,,,Trung bình khá,Yếu,Trung bình khá,Trung bình,Kém,Trung bình,Trung bình,Yếu,Trung bình,Trung bình khá,,
D8C5E6AEXPvAibaEXe+XQbEHiLBIRcv+3+egRe9e,1998.0,1.0,2016.0,0.0,11.0,KHMT0001,CQUI,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,2,ENG01,23.75,,7.6,6.98,7.75,7.28,6.84,8.43,0.0,0.0,,,,,Khá,Trung bình khá,Khá,Khá,Trung bình khá,Giỏi,Kém,Kém,,,,
FD80AB73XPvAibaEXe+XQbEHiLBIRamkrkJOEq58,1998.0,0.0,2016.0,0.0,11.0,HTTT0001,CQUI,0,THPT,Khu vực 1, Tỉnh Gia Lai,3,ENGBT,22.5,,4.89,6.21,6.6,6.37,6.17,6.48,7.82,6.06,,,,,Yếu,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Khá,Trung bình khá,,,,
47C1E89BXPvAibaEXe+XQbEHiLBIRVOez+MmzmDU,1995.0,0.0,2016.0,-3.0,11.0,HTTT0001,CTTT,0,THPT,Khu vực 2 NT, Tỉnh Tây Ninh,4,ENG01,20.0,,7.29,8.24,7.81,8.29,7.64,8.01,7.25,7.4,,,,,Khá,Giỏi,Khá,Giỏi,Khá,Giỏi,Khá,Khá,,,,
FC9BFC2CXPvAibaEXe8VnqU11737Hty9eG6AiTWr,1998.0,0.0,2016.0,0.0,11.0,KTPM0001,CQUI,0,Chuyên,Khu vực 2, Tỉnh Phú Yên,2,ENGBT,24.25,,6.48,6.98,7.93,7.41,7.02,6.59,7.57,8.01,,,,,Trung bình khá,Trung bình khá,Khá,Khá,Khá,Trung bình khá,Khá,Giỏi,,,,
FE3AC989XPvAibaEXe8VnqU11737Hl6IFmKBfB+P,1997.0,0.0,2016.0,-1.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Nghệ An,2,ENGBT,23.0,,6.04,5.96,6.88,6.3,7.69,6.63,6.74,6.88,6.56,0.0,,,Trung bình khá,Trung bình,Trung bình khá,Trung bình khá,Khá,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Kém,,
BE810866XPvAibaEXe8VnqU11737HlpMuDrtkNYU,1998.0,0.0,2016.0,0.0,11.0,HTCL2016.2,CLC,0,THPT,Khu vực 2 NT, Huyện Hàm Thuận Bắc,3,ENG01,21.0,,6.77,7.36,7.34,7.77,7.68,7.58,8.25,7.8,,,,,Trung bình khá,Khá,Khá,Khá,Khá,Khá,Giỏi,Khá,,,,
6726316CXPvAibaEXe8VnqU11737HrFa30iy2jmJ,1997.0,1.0,2016.0,-1.0,11.0,KTPM0001,CLC,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,ENG01,21.5,,7.02,7.22,7.22,7.43,6.3,7.36,7.65,7.95,,,,,Khá,Khá,Khá,Khá,Trung bình khá,Khá,Khá,Khá,,,,
C85CAC55XPvAibaEXe8eWl5Nr7OWQnSDhPbn24Ji,1998.0,1.0,2016.0,0.0,11.0,MMTT0001,CQUI,0,Chuyên,Khu vực 2, Thành phố Phan Rang -Tháp Chàm,3,ENGBT,22.5,,5.02,1.69,4.55,4.93,3.93,5.61,4.38,5.48,4.95,4.16,6.17,5.46,Trung bình,Kém,Yếu,Yếu,Kém,Trung bình,Yếu,Trung bình,Yếu,Yếu,Trung bình khá,Trung bình
665A2624XPvAibaEXe8eWl5Nr7OWQoRHFBDwyDEs,1998.0,1.0,2016.0,0.0,11.0,MMTT0001,KSTN,0,THPT,Khu vực 2, Thành phố Hồ Chí Minh,3,ENG01,22.5,,7.9,7.51,8.05,8.38,8.4,8.71,7.44,8.55,,,,,Khá,Khá,Giỏi,Giỏi,Giỏi,Giỏi,Khá,Giỏi,,,,
49ABC5EFXPvAibaEXe8eWl5Nr7OWQt3VotR9dXYx,1997.0,1.0,2016.0,-1.0,11.0,HTTT2016,CQUI,0,THCS&THPT,Khu vực 1, Tỉnh Lâm Đồng,2,ENGBT,23.25,,6.31,0.0,,,,,,,,,,,Trung bình khá,Kém,,,,,,,,,,
B697F2C4XPvAibaEXe8eWl5Nr7OWQlOcJUrfrtG2,1998.0,1.0,2016.0,0.0,11.0,PMCL2016.2,CLC,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,ENG01,21.0,,6.64,2.93,5.1,5.88,,,,,,,,,Trung bình khá,Kém,Trung bình,Trung bình,,,,,,,,
3D3D9084XPvAibaEXe8eWl5Nr7OWQrtifEgV2NNa,1998.0,1.0,2016.0,0.0,11.0,KTPM0001,CLC,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,ENG01,21.75,,7.07,7.57,7.46,7.89,6.68,7.61,6.77,8.04,,,,,Khá,Khá,Khá,Khá,Trung bình khá,Khá,Trung bình khá,Giỏi,,,,
0BF2FC70XPvAibaEXe8eWl5Nr7OWQmKkpXrB/Ifd,1998.0,1.0,2016.0,0.0,11.0,MMTT0001,CQUI,0,Chuyên,Khu vực 2, Tỉnh Vĩnh Long,2,ENG01,23.25,,6.81,3.14,6.1,6.24,7.21,7.3,6.43,6.99,1.03,7.37,,,Trung bình khá,Kém,Trung bình khá,Trung bình khá,Khá,Khá,Trung bình khá,Trung bình khá,Kém,Khá,,
56626D79XPvAibaEXe+D5C9Re7EGLcLpN9AoumiF,1998.0,1.0,2016.0,0.0,11.0,KTPM0001,CQUI,0,THPT,Khu vực 2, Tỉnh Quảng Bình,2,ENG01,24.75,,7.64,7.93,8.53,7.54,7.66,7.63,8.08,8.92,,,,,Khá,Khá,Giỏi,Khá,Khá,Khá,Giỏi,Giỏi,,,,
1AFFBC52XPvAibaEXe+D5C9Re7EGLZhZrnN4YGmX,1997.0,1.0,2016.0,-1.0,11.0,KHMT2016.2,CQUI,0,THPT,Khu vực 2 NT, Tỉnh Khánh Hòa,3,ENG01,22.75,,7.85,7.61,7.61,6.63,5.83,7.8,7.15,7.75,,,,,Khá,Khá,Khá,Trung bình khá,Trung bình,Khá,Khá,Khá,,,,
FF8D99CCXPvAibaEXe+D5C9Re7EGLbLZvNjN8yi5,1998.0,1.0,2016.0,0.0,11.0,KTMT0001,CLC,0,THPT,Khu vực 3, Tỉnh Vĩnh Phúc,4,ENG01,20.25,,7.45,5.88,6.97,7.03,6.76,6.58,7.08,8.44,,,,,Khá,Trung bình,Trung bình khá,Khá,Trung bình khá,Trung bình khá,Khá,Giỏi,,,,
37D1D514XPvAibaEXe+D5C9Re7EGLVDf4ZYLzVb8,1998.0,1.0,2016.0,0.0,11.0,MMTT2016,CQUI,0,Chuyên,Khu vực 2, phường An Bình,3,ENG02,22.0,,7.48,6.86,7.59,7.69,8.18,8.66,8.27,8.38,,,,,Khá,Trung bình khá,Khá,Khá,Giỏi,Giỏi,Giỏi,Giỏi,,,,
A2698E63XPvAibaEXe+D5C9Re7EGLdYoD7VxJkyw,1998.0,1.0,2016.0,0.0,11.0,HTTT0001,CLC,0,THPT,Khu vực 2 NT, Tỉnh Hải Dương,4,ENG01,20.5,,6.57,5.96,7.76,7.22,6.45,7.1,7.31,7.5,,,,,Trung bình khá,Trung bình,Khá,Khá,Trung bình khá,Khá,Khá,Khá,,,,
3828C83AXPvAibaEXe+D5C9Re7EGLWuj0Stjr3Bt,1998.0,1.0,2016.0,0.0,11.0,KTMT0001,CQUI,0,THPT,Khu vực 2 NT, Tỉnh Đồng Tháp,3,ENG01,22.25,,6.47,5.98,8.4,7.25,7.56,8.28,9.06,7.86,,,,,Trung bình khá,Trung bình,Giỏi,Khá,Khá,Giỏi,Xuất sắc,Khá,,,,
424EB384XPvAibaEXe/ns/wSuHF6kAg0pvH9yY1n,1998.0,1.0,2016.0,0.0,11.0,KTMT0001,CLC,0,THPT,Khu vực 2, Tỉnh Bình Thuận,4,ENGBT,20.75,,7.57,4.39,5.52,5.72,5.91,6.52,5.18,6.83,,,,,Khá,Yếu,Trung bình,Trung bình,Trung bình,Trung bình khá,Trung bình,Trung bình khá,,,,
CE26DE57XPvAibaEXe/ns/wSuHF6kIdO4NoVtFhP,1997.0,1.0,2016.0,-1.0,11.0,KTMT2016,CQUI,0,THPT,Khu vực 3, Tỉnh Hậu Giang,3,ENGBT,22.75,,5.58,0.07,,,,,,,,,,,Trung bình,Kém,,,,,,,,,,
82CCF118XPvAibaEXe/ns/wSuHF6kJuTovSjvh3N,1998.0,1.0,2016.0,0.0,11.0,KTPM0001,CLC,0,THCS&THPT,Khu vực 2 NT, Tỉnh Vĩnh Long,3,ENGBT,22.5,,8.21,8.82,8.05,8.35,7.29,7.42,7.96,8.85,,,,,Giỏi,Giỏi,Giỏi,Giỏi,Khá,Khá,Khá,Giỏi,,,,
DB6E52F3XPvAibaEXe/ns/wSuHF6kEQ5whrQp5Q+,1997.0,0.0,2016.0,-1.0,11.0,HTTT2016,CQUI,0,Chuyên,Khu vực 2, Tỉnh Quảng Ngãi,3,ENG01,22.5,,7.86,6.51,7.95,8.54,7.67,7.97,8.3,8.22,,,,,Khá,Trung bình khá,Khá,Giỏi,Khá,Khá,Giỏi,Giỏi,,,,
B44C3B36XPvAibaEXe/ns/wSuHF6kEcjw3s5q9gL,1997.0,1.0,2016.0,-1.0,11.0,HTTT0001,CLC,0,THPT,Khu vực 1, Tỉnh Lâm Đồng,3,ENG01,21.0,,6.25,4.27,6.71,6.83,5.99,6.92,8.44,7.89,,,,,Trung bình khá,Yếu,Trung bình khá,Trung bình khá,Trung bình,Trung bình khá,Giỏi,Khá,,,,
4A16ABDAXPvAibaEXe8FAisiSJM2IgCwu6/sVX1x,1998.0,1.0,2016.0,0.0,11.0,HTTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Quảng Trị,3,ENG01,22.5,,6.75,5.68,6.83,6.79,6.48,5.87,7.41,6.78,,,,,Trung bình khá,Trung bình,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình,Khá,Trung bình khá,,,,
3B582529XPvAibaEXe8FAisiSJM2IrqJDUgjWexI,1998.0,1.0,2016.0,0.0,11.0,HTTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Quảng Nam,3,ENGBT,22.0,,8.4,7.26,7.8,6.99,6.55,7.11,8.47,7.35,,,,,Giỏi,Khá,Khá,Trung bình khá,Trung bình khá,Khá,Giỏi,Khá,,,,
1FE755EBXPvAibaEXe9F2tx/ToPx3HMCUuVOFVUO,1998.0,1.0,2016.0,0.0,11.0,HTTT0001,CQUI,0,Chuyên,Khu vực 1, Huyện Mỹ Xuyên,3,ENG01,21.75,,7.76,7.47,7.73,7.85,7.27,7.61,8.56,7.31,,,,,Khá,Khá,Khá,Khá,Khá,Khá,Giỏi,Khá,,,,
0388C53EXPvAibaEXe9F2tx/ToPx3FKeDTdDjuhB,1998.0,1.0,2016.0,0.0,11.0,KHMT0001,CQUI,0,THPT,Khu vực 2 NT, Tỉnh Bình Định,3,ENG01,22.5,,7.09,6.73,6.4,4.34,6.78,6.94,7.84,8.44,,,,,Khá,Trung bình khá,Trung bình khá,Yếu,Trung bình khá,Trung bình khá,Khá,Giỏi,,,,
EC99A310XPvAibaEXe9F2tx/ToPx3H/qqDPJ7QaV,1998.0,1.0,2016.0,0.0,11.0,KTPM0001,CLC,0,THPT,Khu vực 2, Tỉnh Long An,2,ENG02,23.25,,7.73,8.11,7.64,8.41,7.46,8.16,7.57,7.82,,,,,Khá,Giỏi,Khá,Giỏi,Khá,Giỏi,Khá,Khá,,,,
D6A21559XPvAibaEXe9F2tx/ToPx3LiesgheIR+R,1998.0,1.0,2016.0,0.0,11.0,KTPM2016,CQUI,0,THPT,Khu vực 1, Thành phố Buôn Ma Thuột,2,ENGBT,24.75,,7.78,6.76,6.14,6.97,5.75,7.71,8.4,6.41,,,,,Khá,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình,Khá,Giỏi,Trung bình khá,,,,
7A89E59EXPvAibaEXe8dBqMaN7rGhplqkQZA+eP0,1998.0,1.0,2016.0,0.0,11.0,KHMT0001,CQUI,0,Chuyên,Khu vực 1, Tỉnh Gia Lai,3,ENG01,22.5,,7.7,5.19,3.67,3.73,4.9,3.22,5.5,7.08,,,,,Khá,Trung bình,Kém,Kém,Yếu,Kém,Trung bình,Khá,,,,
E00AA33AXPvAibaEXe8dBqMaN7rGhkCtEeGzOxti,1998.0,1.0,2016.0,0.0,11.0,CNTT2016,CQUI,0,THPT,Khu vực 2 NT, Tỉnh Phú Yên,2,ENG01,23.5,,5.23,3.49,4.87,3.86,1.4,0.85,,,,,,,Trung bình,Kém,Yếu,Kém,Kém,Kém,,,,,,
175475BBXPvAibaEXe8dBqMaN7rGhkux+ZR35bi9,1998.0,1.0,2016.0,0.0,11.0,HTTT0001,CLC,0,THPT,Khu vực 3, Huyện Long Điền,4,ENG01,20.5,,6.21,5.46,6.6,7.07,6.6,7.3,7.79,5.13,,,,,Trung bình khá,Trung bình,Trung bình khá,Khá,Trung bình khá,Khá,Khá,Trung bình,,,,
0152D73FXPvAibaEXe8dBqMaN7rGhiSNefyOeUyN,1998.0,1.0,2016.0,0.0,11.0,KTMT0001,CLC,0,THPT,Khu vực 2 NT, Tỉnh Tây Ninh,4,ENGBT,20.75,,7.87,5.67,8.03,7.15,6.78,7.23,9.1,8.63,,,,,Khá,Trung bình,Giỏi,Khá,Trung bình khá,Khá,Xuất sắc,Giỏi,,,,
208F2296XPvAibaEXe8dBqMaN7rGhjoJkVGvb02U,1998.0,1.0,2016.0,0.0,11.0,KTMT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Thừa Thiên Huế,3,ENGBT,22.0,,4.92,3.41,6.57,6.44,6.12,6.31,6.59,6.52,6.82,7.35,,,Yếu,Kém,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Khá,,
6AAC82E8XPvAibaEXe8dBqMaN7rGhhzMiLnM53Rr,1998.0,0.0,2016.0,0.0,11.0,ATTT2016,CQUI,0,THPT,Khu vực 2, Tỉnh Quảng Bình,3,ENG01,22.75,,7.84,8.02,8.18,7.71,8.73,8.18,8.23,8.52,,,,,Khá,Giỏi,Giỏi,Khá,Giỏi,Giỏi,Giỏi,Giỏi,,,,
38FEDC84XPvAibaEXe9n6M+kQhqu8viyMaH0fvSb,1998.0,0.0,2016.0,0.0,11.0,MMTT2016,CQUI,0,Chuyên,Khu vực 1, Tỉnh Gia Lai,3,ENG01,22.0,,7.7,7.89,8.35,8.65,8.48,9.06,8.93,8.32,,,,,Khá,Khá,Giỏi,Giỏi,Giỏi,Xuất sắc,Giỏi,Giỏi,,,,
917F1C39XPvAibaEXe9n6M+kQhqu8nyDX+6of8Dn,1998.0,0.0,2016.0,0.0,11.0,ATTN2016,KSTN,0,THPT,Khu vực 1, Huyện Đắk Mil,2,ENG01,24.5,,7.77,7.04,6.92,7.12,7.54,7.67,7.97,8.58,,,,,Khá,Khá,Trung bình khá,Khá,Khá,Khá,Khá,Giỏi,,,,
E9EC0E79XPvAibaEXe9n6M+kQhqu8vXp4f9LLODR,1998.0,0.0,2016.0,0.0,11.0,HTTT2016,CQUI,0,THCS&THPT,Khu vực 2, Huyện Châu Đức,3,ENG01,22.5,,7.18,7.27,8.47,7.71,6.98,7.26,7.61,7.6,,,,,Khá,Khá,Giỏi,Khá,Trung bình khá,Khá,Khá,Khá,,,,
2F9BDB24XPvAibaEXe9n6M+kQhqu8vtdZtAucjId,1998.0,1.0,2016.0,0.0,11.0,KTPM0001,CLC,0,THPT,Khu vực 2 NT, Tỉnh Bến Tre,3,ENGBT,21.25,,6.04,3.85,3.6,6.28,5.36,0.78,6.14,4.91,6.99,6.95,7.73,7.12,Trung bình khá,Kém,Kém,Trung bình khá,Trung bình,Kém,Trung bình khá,Yếu,Trung bình khá,Trung bình khá,Khá,Khá
A330757EXPvAibaEXe9n6M+kQhqu8gO1FzoyH/Rl,1998.0,1.0,2016.0,0.0,11.0,KTMT0001,CLC,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,ENGBT,22.0,,7.38,5.86,7.19,7.25,7.19,6.98,7.71,7.76,,,,,Khá,Trung bình,Khá,Khá,Khá,Trung bình khá,Khá,Khá,,,,
BF848739XPvAibaEXe/Ojw5gA+9jXod27QdpRMZl,1998.0,1.0,2016.0,0.0,11.0,KHTN2016,CNTN,0,Chuyên,Khu vực 2, Tỉnh Thừa Thiên Huế,2,ENG01,24.25,,7.09,7.38,8.17,7.69,7.9,8.83,9.24,9.2,,,,,Khá,Khá,Giỏi,Khá,Khá,Giỏi,Xuất sắc,Xuất sắc,,,,
8119778BXPvAibaEXe/Ojw5gA+9jXjWsvTAxgD/k,1998.0,1.0,2016.0,0.0,11.0,CNTT2016,CQUI,0,THPT,Khu vực 2 NT, Tỉnh An Giang,2,ENG01,23.0,,8.01,5.88,8.32,7.5,7.26,7.53,7.56,8.6,,,,,Giỏi,Trung bình,Giỏi,Khá,Khá,Khá,Khá,Giỏi,,,,
677BE13BXPvAibaEXe/Ojw5gA+9jXlEdHdnjvK4V,1998.0,1.0,2016.0,0.0,11.0,PMCL2016.2,CLC,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,ENG02,21.25,,6.46,5.08,6.77,6.37,4.89,3.44,2.73,5.38,,,,,Trung bình khá,Trung bình,Trung bình khá,Trung bình khá,Yếu,Kém,Kém,Trung bình,,,,
34BF2B7BXPvAibaEXe/Ojw5gA+9jXodFlsd3lSfU,1998.0,1.0,2016.0,0.0,11.0,MMTT2016,CQUI,0,THCS&THPT,Khu vực 3, Thị xã Thuận An,3,ENG01,21.75,,6.69,6.02,7.58,6.69,6.74,9.04,8.31,7.92,,,,,Trung bình khá,Trung bình khá,Khá,Trung bình khá,Trung bình khá,Xuất sắc,Giỏi,Khá,,,,
775A7663XPvAibaEXe/Ojw5gA+9jXogmutvfW/hV,1998.0,1.0,2016.0,0.0,11.0,CNTT0001,CQUI,0,THPT,Khu vực 2 NT, Tỉnh Bình Định,2,ENG01,23.5,,7.52,5.21,7.75,6.76,7.41,7.33,7.79,7.71,,,,,Khá,Trung bình,Khá,Trung bình khá,Khá,Khá,Khá,Khá,,,,
B8E35AB3XPvAibaEXe+u8DuxWGTFfEjp5j+B1awT,1998.0,1.0,2016.0,0.0,11.0,HTTT0001,CTTT,0,THPT,Khu vực 1, Tỉnh Đắk Lắk,4,ENG01,20.5,,6.54,6.38,6.68,6.99,6.69,6.74,7.72,7.4,,,,,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Khá,Khá,,,,
2287431DXPvAibaEXe+u8DuxWGTFfGdDaMK+NRUh,1998.0,1.0,2016.0,0.0,11.0,HTTT0001,CQUI,0,THPT,Khu vực 2 NT, Huyện Tây Sơn,3,ENG01,21.75,,6.75,5.91,6.15,6.74,7.15,8.34,8.5,8.55,,,,,Trung bình khá,Trung bình,Trung bình khá,Trung bình khá,Khá,Giỏi,Giỏi,Giỏi,,,,
353291D0XPvAibaEXe+u8DuxWGTFfOeTkx29Aj4l,1998.0,1.0,2016.0,0.0,11.0,CNTT0001,CQUI,0,THPT,Khu vực 2 NT, Huyện Châu Thành,2,ENGBT,23.5,,6.92,8.73,8.25,8.03,7.94,8.28,8.69,8.8,,,,,Trung bình khá,Giỏi,Giỏi,Giỏi,Khá,Giỏi,Giỏi,Giỏi,,,,
E667AF46XPvAibaEXe+g2dQ0D263aYLmCyvaFGBJ,1997.0,0.0,2016.0,-1.0,11.0,KHMT2016,CQUI,0,THPT,Khu vực 1, Huyện Đức Trọng,3,ENG01,22.75,,6.61,5.78,,,,,,,,,,,Trung bình khá,Trung bình,,,,,,,,,,
86A2DE3DXPvAibaEXe+g2dQ0D263aYeQM20ZIAQY,1998.0,0.0,2016.0,0.0,11.0,HTTT0001,CQUI,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,ENG01,21.75,,7.36,6.65,7.31,7.01,6.8,6.7,8.26,6.71,,,,,Khá,Trung bình khá,Khá,Khá,Trung bình khá,Trung bình khá,Giỏi,Trung bình khá,,,,
D4D99820XPvAibaEXe+g2dQ0D263aUSI6fU2u8JV,1998.0,0.0,2016.0,0.0,11.0,MMTT2016,CQUI,0,THPT,Khu vực 2, Tỉnh Đồng Nai,3,ENG01,22.0,,6.61,4.57,8.51,7.36,7.49,7.44,7.95,8.32,,,,,Trung bình khá,Yếu,Giỏi,Khá,Khá,Khá,Khá,Giỏi,,,,
8361811BXPvAibaEXe+g2dQ0D263aflTxTkEwuwy,1998.0,0.0,2016.0,0.0,11.0,CNTT0001,CQUI,0,THPT,Khu vực 1, Tỉnh Lâm Đồng,2,ENG01,23.25,,6.78,5.28,6.93,6.99,7.32,6.88,6.75,7.12,,,,,Trung bình khá,Trung bình,Trung bình khá,Trung bình khá,Khá,Trung bình khá,Trung bình khá,Khá,,,,
604A61D2XPvAibaEXe+g2dQ0D263aZSBBb1uQ+ou,1998.0,0.0,2016.0,0.0,11.0,KTPM0001,CLC,0,THPT,Khu vực 2 NT, Huyện Hòn Đất,3,ENGBT,21.0,,7.64,5.01,,,7.0,8.48,5.78,7.8,7.08,8.57,,,Khá,Trung bình,,,Khá,Giỏi,Trung bình,Khá,Khá,Giỏi,,
73F66B14XPvAibaEXe998fVikzcJIs6n9B/re9qe,1998.0,1.0,2016.0,0.0,11.0,ATTT2016,CQUI,0,THPT,Khu vực 1, Tỉnh Lâm Đồng,2,ENG01,23.75,,8.01,7.71,8.39,8.57,8.83,8.21,9.06,9.0,,,,,Giỏi,Khá,Giỏi,Giỏi,Giỏi,Giỏi,Xuất sắc,Xuất sắc,,,,
3C65A25EXPvAibaEXe998fVikzcJIuk4ang3tj+3,1998.0,1.0,2016.0,0.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Quảng Ngãi,3,ENGBT,22.25,,8.64,7.66,8.47,7.68,7.93,7.67,8.22,8.78,,,,,Giỏi,Khá,Giỏi,Khá,Khá,Khá,Giỏi,Giỏi,,,,
D0E42648XPvAibaEXe998fVikzcJIoP0RXJ8JPji,1998.0,1.0,2016.0,0.0,11.0,KTPM0001,CLC,0,THPT,Khu vực 2 NT, Huyện Ba Tri,3,ENG01,21.25,,6.49,4.74,5.45,5.2,3.49,1.36,4.52,3.17,7.33,7.28,,,Trung bình khá,Yếu,Trung bình,Trung bình,Kém,Kém,Yếu,Kém,Khá,Khá,,
10E59E76XPvAibaEXe998fVikzcJIr3mNM3FOo5P,1998.0,1.0,2016.0,0.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Quảng Ngãi,3,ENGBT,22.75,,5.24,3.49,3.9,5.26,5.67,6.81,6.78,6.29,6.27,8.07,,,Trung bình,Kém,Kém,Trung bình,Trung bình,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Giỏi,,
593E7147XPvAibaEXe/S4a8qPv8Nb8Apfpl8/Rme,1998.0,1.0,2016.0,0.0,11.0,KTPM0001,CLC,0,THPT,Khu vực 2, Huyện Giồng Trôm,3,ENGBT,21.25,,6.45,5.39,6.44,6.82,5.91,6.0,8.41,5.7,,,,,Trung bình khá,Trung bình,Trung bình khá,Trung bình khá,Trung bình,Trung bình khá,Giỏi,Trung bình,,,,
